Date of submission,PAC WellBore ID,PAC String Type,WELL STATUS,WELL STATUS L1,HEALTHY/UNHEALTHY,UNHEALTHY CATEGORY,ISSUE,WFAM Score,Age,Age Factors,Score,Shallow Gas,Score2,Metal Loss Above Top Packer,Score3,Cement,Score4,Casing Thread,Score5,Corrosive Fluid,Score6,Final Score,WIRE,,,,
November,SK OIL,D35-B210S01-TS,Active,Intermittent,Healthy,Intact,,2,16,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.6625375,Low,,,,
November,SK OIL,D35-B211S01-TS,Active,Flowing,Healthy,Intact,,2,2,Below 10 years,1,Proven,1.15,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,No,1,2.415,Low,,,,
November,SK OIL,D35-B212-TS,Active,Flowing,Healthy,P3-Within Limit,,3,17,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,3.99380625,Medium,,,,
November,SK OIL,D35-B213S01-TS,Active,Flowing,Healthy,Intact,,2,1,Below 10 years,1,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.53575,Low,,,,
November,SK OIL,D35-B214-TS,Abandoned,PA-SWAP2,Healthy,Intact,,2,24,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.6625375,Low,,,,
November,SK OIL,D35-B216-TS,Active,Flowing,Healthy,Intact,,2,1,Below 10 years,1,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.53575,Low,,,,
November,SK OIL,D35-B217S02-TS,Active,Flowing,Healthy,Intact,,2,17,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.6625375,Low,,,,
November,SK OIL,D35-B218S01-TS,Active,Intermittent,Healthy,Intact,,2,18,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.6625375,Low,,,,
November,SK OIL,D35-B219-TS,Active,Intermittent,Healthy,P3-Within Limit,,3,19,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,3.99380625,Medium,,,,
November,SK OIL,D35-B220-TS,Active,Flowing,Healthy,P3-Within Limit,,3,19,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,3.99380625,Medium,,,,
November,SK OIL,D35-C301-TS,Idle,NC-MB,Healthy,P3-Within Limit,,3,19,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,3.99380625,Medium,,,,
November,SK OIL,D35-C302S02-TS,Abandoned,PA-SWAP2,Healthy,P3-Within Limit,,3,19,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,3.99380625,Medium,,,,
November,SK OIL,D35-C303S01-TS,Active,Flowing,Healthy,Intact,,2,19,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.6625375,Low,,,,
November,SK OIL,D35-C304S01-TS,Idle,NC-MB,Healthy,P3-Within Limit,,3,19,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,3.99380625,Medium,,,,
November,SK OIL,D35-C305S02-TS,Abandoned,PA-SWAP2,Healthy,Intact,,2,41,More than 30 years,1.1,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.789325,Low,,,,
November,SK OIL,D35-C306S01-TS,Abandoned,PA-SWAP2,Healthy,Intact,,2,36,More than 30 years,1.1,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.789325,Low,,,,
November,SK OIL,FBAM00011-TS,Active,Flowing,Healthy,Intact,,2,36,More than 30 years,1.1,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.789325,Low,,,,
November,SK OIL,FBAM00029-LS,Abandoned,PA-SWAP1,Healthy,P3-Within Limit,,3,42,More than 30 years,1.1,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,4.1839875,Medium,,,,
November,SK OIL,FBAM00029-SS,Abandoned,PA-SWAP1,Healthy,Intact,,2,13,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.6625375,Low,,,,
November,SK OIL,FBAM-A001-TS,Active,Flowing,Healthy,Intact,,2,13,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.6625375,Low,,,,
November,SK OIL,FBAM-A002S01-LS,Active,Flowing,Healthy,Intact,,2,13,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.6625375,Low,,,,
November,SK OIL,FBAM-A002S01-SS,Idle,EI-AL,Healthy,Intact,,2,13,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.6625375,Low,,,,
November,SK OIL,FBAM-A005-LS,Idle,NE-RM,Healthy,Intact,,2,13,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.6625375,Low,,,,
November,SK OIL,FBAM-A005-SS,Active,Flowing,Healthy,Intact,,2,13,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.6625375,Low,,,,
November,SK OIL,FBAM-A008-LS,Idle,EI-MECH,Healthy,Intact,,2,37,More than 30 years,1.1,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.789325,Low,,,,
November,SK OIL,FBAM-A008-SS,Idle,EI-MECH,Healthy,Intact,,2,37,More than 30 years,1.1,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.789325,Low,,,,
November,SK OIL,FBAM-B003-LS,Active,Flowing,Healthy,Intact,,2,20,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.6625375,Low,,,,
November,SK OIL,FBAM-B003-SS,Active,Flowing,Healthy,Intact,,2,20,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.6625375,Low,,,,
November,SK OIL,FBAM-B004-LS,Active,Flowing,Unhealthy,P2 - Exceed Limit,Combination SCSSV & Xmas Tree,4,10,10-30 years,1.05,No risk,1,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,No,1,4.41,Medium,,,,
November,SK OIL,FBAM-B004-SS,Idle,EI-AL,Healthy,P3-Within Limit,,3,10,10-30 years,1.05,No risk,1,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,No,1,3.3075,Low,,,,
November,SK OIL,J4-A001-LS,Idle,NE-RM,Healthy,Intact,,2,10,10-30 years,1.05,No risk,1,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,No,1,2.205,Low,,,,
November,SK OIL,J4-A001-SS,Idle,NC-RES,Healthy,Intact,,2,10,10-30 years,1.05,No risk,1,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,No,1,2.205,Low,,,,
November,SK OIL,J4-A002S02-TS,Active,Flowing,Healthy,Intact,,2,10,10-30 years,1.05,No risk,1,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,No,1,2.205,Low,,,,
November,SK OIL,J4-A003-LS,Active,Flowing,Healthy,Intact,,2,10,10-30 years,1.05,No risk,1,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,No,1,2.205,Low,,,,
November,SK OIL,J4-A003-SS,Idle,NE-RM,Healthy,P3-Within Limit,,3,9,Below 10 years,1,No risk,1,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,No,1,3.15,Low,,,,
November,SK OIL,J4-A004-TS,Idle,NE-RM,Healthy,P3-Within Limit,,3,9,Below 10 years,1,No risk,1,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,No,1,3.15,Low,,,,
November,SK OIL,J4-A005-LS,Abandoned,PA-SWAP2,Healthy,P3-Within Limit,,3,10,10-30 years,1.05,No risk,1,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,No,1,3.3075,Low,,,,
November,SK OIL,J4-A005-SS,Abandoned,PA-SWAP2,Healthy,P3-Within Limit,,3,9,Below 10 years,1,No risk,1,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,No,1,3.15,Low,,,,
November,SK OIL,J4-A006-TS,Active,Flowing,Healthy,Intact,,2,9,Below 10 years,1,No risk,1,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,No,1,2.1,Low,,,,
November,SK OIL,J4-A007-LS,Active,Flowing,Healthy,Intact,,2,9,Below 10 years,1,No risk,1,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,No,1,2.1,Low,,,,
November,SK OIL,J4-A007-SS,Active,Intermittent,Healthy,Intact,,2,1,Below 10 years,1,No risk,1,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,No,1,2.1,Low,,,,
November,SK OIL,J4-A008-TS,Active,Flowing,Healthy,P3-Within Limit,,3,9,Below 10 years,1,No risk,1,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,No,1,3.15,Low,,,,
November,SK OIL,J4-A009-TS,Active,Flowing,Healthy,Intact,,2,9,Below 10 years,1,No risk,1,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,No,1,2.1,Low,,,,
November,SK OIL,J4-A010-TS,Active,Flowing,Healthy,Intact,,2,9,Below 10 years,1,No risk,1,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,No,1,2.1,Low,,,,
November,SK OIL,J4-A011-TS,Active,Flowing,Healthy,Intact,,2,37,More than 30 years,1.1,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,3.0682575,Low,,,,
November,SK OIL,J4-A012-TS,Active,Flowing,Healthy,Intact,,2,37,More than 30 years,1.1,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,3.0682575,Low,,,,
November,SK OIL,LTGW00001-LS,Abandoned,PA-SWAP1,Healthy,Intact,,2,46,More than 30 years,1.1,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,3.0682575,Low,,,,
November,SK OIL,LTGW00001-SS,Abandoned,PA-SWAP1,Healthy,Intact,,2,46,More than 30 years,1.1,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,3.0682575,Low,,,,
November,SK OIL,LTGW-4004S01-LS,Idle,NC-MB,Healthy,P3-Within Limit,,3,48,More than 30 years,1.1,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,4.60238625,High,,,,
November,SK OIL,LTGW-4004S01-SS,Idle,NC-RES,Healthy,P3-Within Limit,,3,28,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,4.393186875,Medium,,,,
November,SK OIL,LTGW-A006-TS,Abandoned,PA-SWAP2,Healthy,Intact,,2,28,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,SK OIL,LTGW-A007S01-LS,Active,Flowing,Healthy,Intact,,2,18,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,SK OIL,LTGW-A007S01-SS,Idle,EI-RMD,Healthy,Intact,,2,18,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,SK OIL,LTGW-A008S01-LS,Abandoned,PA-SWAP2,Healthy,P3-Within Limit,,3,25,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,4.393186875,Medium,,,,
November,SK OIL,LTGW-A008S01-SS,Abandoned,PA-SWAP1,Healthy,Intact,,2,25,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,SK OIL,LTGW-A009S02-LS,Active,Flowing,Healthy,Intact,,2,28,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,SK OIL,LTGW-A009S02-SS,Idle,EI-OPS,Healthy,Intact,,2,18,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,SK OIL,LTGW-A010S01-TS,Active,Flowing,Unhealthy,P2 - Exceed Limit,Combination SCSSV & Xmas Tree,4,18,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,5.8575825,Serious,,,,
November,SK OIL,LTGW-A011S01-LS,Abandoned,PA-SWAP2,Healthy,P3-Within Limit,,3,18,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,4.393186875,Medium,,,,
November,SK OIL,LTGW-A011S01-SS,Abandoned,PA-SWAP2,Healthy,P3-Within Limit,,3,18,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,4.393186875,Medium,,,,
November,SK OIL,LTGW-A012S01-LS,Idle,EI-RMD,Healthy,Intact,,2,28,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,SK OIL,LTGW-A012S01-SS,Idle,EI-RMD,Healthy,Intact,,2,44,More than 30 years,1.1,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,3.0682575,Low,,,,
November,SK OIL,LTGW-A013S01-TS,Abandoned,PA-SWAP2,Healthy,Intact,,2,44,More than 30 years,1.1,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,3.0682575,Low,,,,
November,SK OIL,LTGW-A014-LS,Active,Flowing,Healthy,P3-Within Limit,,3,47,More than 30 years,1.1,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,4.60238625,High,,,,
November,SK OIL,LTGW-A014-SS,Active,Flowing,Unhealthy,P2 - Exceed Limit,Combination SCSSV & Xmas Tree,4,47,More than 30 years,1.1,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,6.136515,Serious,,,,
November,SK OIL,LTGW-A015-LS,Abandoned,PA-SWAP2,Healthy,Intact,,2,31,More than 30 years,1.1,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,3.0682575,Low,,,,
November,SK OIL,LTGW-A015-SS,Abandoned,PA-SWAP2,Healthy,Intact,,2,31,More than 30 years,1.1,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,3.0682575,Low,,,,
November,SK OIL,LTGW-B016S01-LS,Active,Flowing,Healthy,Intact,,2,27,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,SK OIL,LTGW-B016S01-SS,Idle,EI-OPS,Healthy,P3-Within Limit,,3,8,Below 10 years,1,Proven,1.15,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,Yes,1.1,3.98475,Medium,,,,
November,SK OIL,LTGW-B017S02-LS,Active,Flowing,Healthy,Intact,,2,47,More than 30 years,1.1,Proven,1.15,Below 30%,1,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92215,Low,,,,
November,SK OIL,LTGW-B017S02-SS,Idle,EI-AL,Healthy,Intact,,2,44,More than 30 years,1.1,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,3.0682575,Low,,,,
November,SK OIL,LTGW-B018-TS,Idle,NC-RES,Healthy,P3-Within Limit,,3,47,More than 30 years,1.1,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,4.60238625,High,,,,
November,SK OIL,LTGW-B019-TS,Idle,NC-RES,Healthy,P3-Within Limit,,3,8,Below 10 years,1,Proven,1.15,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,Yes,1.1,3.98475,Medium,,,,
November,SK OIL,LTGW-B020-TS,Abandoned,PA-SWAP1,Healthy,Intact,,2,8,Below 10 years,1,Proven,1.15,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,Yes,1.1,2.6565,Low,,,,
November,SK OIL,LTGW-B028R01-LS,Active,Flowing,Healthy,Intact,,2,25,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,SK OIL,LTGW-B028R01-SS,Active,Flowing,Unhealthy,P2 - Exceed Limit,SCSSV Issue,4,25,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,5.8575825,Serious,,,,
November,SK OIL,LTGW-B030S01-LS,Active,Flowing,Healthy,Intact,,2,25,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,SK OIL,LTGW-B030S01-SS,Idle,EI-OPS,Healthy,P3-Within Limit,,3,25,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,4.393186875,Medium,,,,
November,SK OIL,LTGW-B034-LS,Active,Flowing,Healthy,P3-Within Limit,,3,25,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,4.393186875,Medium,,,,
November,SK OIL,LTGW-B034-SS,Idle,EI-RMD,Healthy,Intact,,2,25,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,SK OIL,LTGW-B035-LS,Idle,EI-RMD,Healthy,Intact,,2,46,More than 30 years,1.1,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,3.0682575,Low,,,,
November,SK OIL,LTGW-B035-SS,Idle,EI-RMD,Healthy,P3-Within Limit,,3,46,More than 30 years,1.1,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,4.60238625,High,,,,
November,SK OIL,LTGW-C021-LS,Active,Flowing,Unhealthy,P2 - Exceed Limit,Wellhead/Xmas Tree Passing,4,25,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,5.8575825,Serious,,,,
November,SK OIL,LTGW-C021-SS,Idle,NC-RES,Healthy,Intact,,2,25,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,SK OIL,LTGW-C022S01-LS,Abandoned,PA-SWAP1,Healthy,P3-Within Limit,,3,25,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,4.393186875,Medium,,,,
November,SK OIL,LTGW-C022S01-SS,Abandoned,PA-SWAP1,Healthy,P3-Within Limit,,3,25,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,4.393186875,Medium,,,,
November,SK OIL,LTGW-C023S01-LS,Active,Flowing,Healthy,Intact,,2,46,More than 30 years,1.1,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,3.0682575,Low,,,,
November,SK OIL,LTGW-C023S01-SS,Idle,NC-RES,Healthy,Intact,,2,46,More than 30 years,1.1,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,3.0682575,Low,,,,
November,SK OIL,LTGW-C024-LS,Abandoned,PA-SWAP1,Healthy,P3-Within Limit,,3,11,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,4.393186875,Medium,,,,
November,SK OIL,LTGW-C024-SS,Abandoned,PA-SWAP1,Healthy,Intact,,2,11,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,SK OIL,LTGW-C025W01-LS,Active,Flowing,Healthy,Intact,,2,28,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,SK OIL,LTGW-C025W01-SS,Active,Flowing,Healthy,Intact,,2,25,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,SK OIL,LTGW-C026S01-LS,Idle,EI-RMD,Healthy,Intact,,2,25,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,SK OIL,LTGW-C026S01-SS,Idle,NC-RES,Healthy,Intact,,2,25,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,SK OIL,LTGW-C027S01-LS,Active,Flowing,Healthy,P3-Within Limit,,3,11,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,4.393186875,Medium,,,,
November,SK OIL,LTGW-C027S01-SS,Idle,EI-AL,Healthy,P3-Within Limit,,3,11,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,4.393186875,Medium,,,,
November,SK OIL,LTGW-C031W01-LS,Idle,EI-RMD,Healthy,P3-Within Limit,,3,26,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,4.393186875,Medium,,,,
November,SK OIL,LTGW-C031W01-SS,Active,Flowing,Unhealthy,P2 - Exceed Limit,Combination SCSSV & Xmas Tree,4,26,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,5.8575825,Serious,,,,
November,SK OIL,LTGW-C032-LS,Idle,EI-MECH,Healthy,P3-Within Limit,,3,26,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,4.393186875,Medium,,,,
November,SK OIL,LTGW-C032-SS,Idle,EI-RMD,Healthy,Intact,,2,26,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,SK OIL,LTGW-C033-LS,Idle,EI-MECH,Healthy,Intact,,2,33,More than 30 years,1.1,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.789325,Low,,,,
November,SK OIL,LTGW-C033-SS,Idle,EI-RMD,Healthy,P3-Within Limit,,3,33,More than 30 years,1.1,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,4.1839875,Medium,,,,
November,SK OIL,SIWA-A101-LS,Idle,NC-MB,Healthy,Intact,,2,33,More than 30 years,1.1,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.789325,Low,,,,
November,SK OIL,SIWA-A101-SS,Idle,NC-MB,Healthy,Intact,,2,33,More than 30 years,1.1,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.789325,Low,,,,
November,SK OIL,SIWA-A103-LS,Idle,NC-MB,Healthy,Intact,,2,33,More than 30 years,1.1,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.789325,Low,,,,
November,SK OIL,SIWA-A103-SS,Idle,NC-MB,Healthy,Intact,,2,33,More than 30 years,1.1,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.789325,Low,,,,
November,SK OIL,SIWA-A105-LS,Idle,NC-MB,Healthy,Intact,,2,33,More than 30 years,1.1,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.789325,Low,,,,
November,SK OIL,SIWA-A105-SS,Idle,NC-MB,Healthy,Intact,,2,33,More than 30 years,1.1,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.789325,Low,,,,
November,SK OIL,SIWA-A106-LS,Idle,NC-MB,Healthy,P3-Within Limit,,3,39,More than 30 years,1.1,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,4.1839875,Medium,,,,
November,SK OIL,SIWA-A106-SS,Idle,NC-MB,Healthy,P3-Within Limit,,3,39,More than 30 years,1.1,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,4.1839875,Medium,,,,
November,SK OIL,TMNA-A012-TS,Abandoned,PA-SWAP1,Healthy,Intact,,2,39,More than 30 years,1.1,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.789325,Low,,,,
November,SK OIL,TMNA-A013-LS,Idle,EI-RMD,Healthy,Intact,,2,39,More than 30 years,1.1,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.789325,Low,,,,
November,SK OIL,TMNA-A013-SS,Active,Flowing,Healthy,P3-Within Limit,,3,39,More than 30 years,1.1,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,4.1839875,Medium,,,,
November,SK OIL,TMNA-A014-LS,Active,Flowing,Healthy,Intact,,2,38,More than 30 years,1.1,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.789325,Low,,,,
November,SK OIL,TMNA-A014-SS,Idle,NC-RES,Healthy,Intact,,2,38,More than 30 years,1.1,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.789325,Low,,,,
November,SK OIL,TMNA-A015-LS,Idle,NE-RM,Healthy,P3-Within Limit,,3,38,More than 30 years,1.1,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,4.1839875,Medium,,,,
November,SK OIL,TMNA-A015-SS,Active,Flowing,Healthy,Intact,,2,38,More than 30 years,1.1,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.789325,Low,,,,
November,SK OIL,TMNA-A019-LS,Abandoned,PA-SWAP1,Healthy,Intact,,2,38,More than 30 years,1.1,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.789325,Low,,,,
